cellid_source,cellid_sink,moistureflow_volume
12116,10220,137604.05989807454
12116,10221,112547.24093011927
12116,10222,124446.60414133909
12116,10223,124446.60414133909
12116,10224,112547.24093011927
12116,10225,137604.05989807454
12116,10226,124446.60414133909
12116,10227,152152.62345710752
12116,10228,124446.60414133909
12116,10229,186026.9388997338
12116,10230,186026.9388997338
12116,10231,137604.05989807454
12116,10232,137604.05989807454
12116,10233,152152.62345710752
12116,10234,186026.9388997338
12116,10235,137604.05989807454
12116,10236,168239.37347508586
12116,10237,137604.05989807454
12116,10238,124446.60414133909
12116,10239,152152.62345710752
12116,10240,124446.60414133909
12116,10247,92053.10839204068
12116,10285,50367.369953928064
12116,10286,27558.7864482718
12116,10287,33694.30356361041
12116,10288,50367.369953928064
12116,10387,0.0028612019238104885
12116,10388,0.002587618878720772
12116,10389,0.0023401953583880104
12116,10390,0.0023401953583880104
12116,10391,0.002587618878720772
12116,10392,0.0028612019238104885
12116,10393,0.0028612019238104885
12116,10394,0.0034982021562746392
12116,10395,0.0034982021562746392
12116,10396,0.012920266422080042
12116,10397,0.8800265182631856
12116,10398,0.0028612019238104885
12116,10399,0.0028612019238104885
12116,10400,0.0028612019238104885
12116,10401,0.0028612019238104885
12116,10402,0.0028612019238104885
12116,10403,904.1102199971875
12116,10404,1.4545771001595544
12116,10405,0.0034982021562746392
12116,10406,133.93856086634844
12116,10407,904.1102199971875
12116,10408,404.6092427801062
12116,10409,1351.4941433277152
12116,10410,73.28522810464281
12116,10411,59.94045691836013
12116,10412,133.93856086634844
12116,10413,66.27782478294333
12116,10414,546.9912656695959
12116,10415,1222.2666742436415
12116,10416,2731.1877112659445
12116,10417,3019.949961728864
12116,10418,4514.322033028254
12116,10419,18436.025491943852
12116,10420,20385.224438865658
12116,10421,20385.224438865658
12116,10422,61580.8484932306
12116,10423,37256.725466973134
12116,10424,45551.33151550691
12116,10425,41195.79411697658
12116,10426,68091.65121944786
12116,10427,83251.1536980045
